30,30,5,7000,2,-28,40,2.7,2e5,50,0
30,30,5,10000,2,-28,40,2.7,2e5,50,0
30,30,5,15000,2,-28,40,2.7,2e5,50,0
30,30,5,20000,2,-28,40,2.7,2e5,50,0
30,30,5,25000,2,-28,40,2.7,2e5,50,0
30,30,5,35000,2,-28,40,2.7,2e5,50,0
30,30,5,50000,2,-28,40,2.7,2e5,50,0
30,30,5,7000,1.8,-28,40,2.7,2e5,50,0
30,30,5,10000,1.8,-28,40,2.7,2e5,50,0
30,30,5,15000,1.8,-28,40,2.7,2e5,50,0
30,30,5,20000,1.8,-28,40,2.7,2e5,50,0
30,30,5,25000,1.8,-28,40,2.7,2e5,50,0
30,30,5,35000,1.8,-28,40,2.7,2e5,50,0
30,30,5,50000,1.8,-28,40,2.7,2e5,50,0
30,30,5,7000,2.4,-28,40,2.7,2e5,50,0
30,30,5,10000,2.4,-28,40,2.7,2e5,50,0
30,30,5,15000,2.4,-28,40,2.7,2e5,50,0
30,30,5,20000,2.4,-28,40,2.7,2e5,50,0
30,30,5,25000,2.4,-28,40,2.7,2e5,50,0
30,30,5,35000,2.4,-28,40,2.7,2e5,50,0
30,30,5,50000,2.4,-28,40,2.7,2e5,50,0
30,30,5,50000,1.9,-28,40,2.7,2e5,50,0
30,30,5,50000,2.1,-28,40,2.7,2e5,50,0
30,30,5,50000,2.2,-28,40,2.7,2e5,50,0
30,30,5,50000,2.3,-28,40,2.7,2e5,50,0
100,100,5,80000,2,-28,40,2.7,2e5,50,0
100,100,5,120000,2,-28,40,2.7,2e5,50,0
100,100,5,160000,2,-28,40,2.7,2e5,50,0
100,100,5,280000,2,-28,40,2.7,2e5,50,0
100,100,5,350000,2,-28,40,2.7,2e5,50,0
100,20,5,16000,2,-28,40,2.7,2e5,50,0
100,20,5,24000,2,-28,40,2.7,2e5,50,0
100,20,5,32000,2,-28,40,2.7,2e5,50,0
100,20,5,56000,2,-28,40,2.7,2e5,50,0
100,20,5,70000,2,-28,40,2.7,2e5,50,0
30,30,5,70000,2.4,-28,40,2.7,2e5,50,0
30,30,5,90000,2.4,-28,40,2.7,2e5,50,0
30,30,5,70000,2.0,-28,40,2.7,2e5,50,0
30,30,5,90000,2.0,-28,40,2.7,2e5,50,0
30,30,5,70000,1.8,-28,40,2.7,2e5,50,0
30,30,5,90000,1.8,-28,40,2.7,2e5,50,0
30,30,5,27500,2.0,-28,40,2.7,2e5,50,0
30,30,5,30000,2.0,-28,40,2.7,2e5,50,0
30,30,5,32500,2.0,-28,40,2.7,2e5,50,0
100,100,5,80000,2,-42,40,3.8,2e5,50,0
100,100,5,160000,2,-42,40,3.8,2e5,50,0
100,100,5,280000,2,-42,40,3.8,2e5,50,0
100,100,5,80000,2,-50,40,4.0,2e5,50,0
100,100,5,160000,2,-50,40,4.0,2e5,50,0
100,100,5,280000,2,-50,40,4.0,2e5,50,0
